/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/center_2018_06_12_22_28_04_004.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/left_2018_06_12_22_28_04_004.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/right_2018_06_12_22_28_04_004.jpg,0,0.5927521,0,18.3842
/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/center_2018_06_12_22_28_04_083.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/left_2018_06_12_22_28_04_083.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/right_2018_06_12_22_28_04_083.jpg,0,0.8353168,0,18.9195
/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/center_2018_06_12_22_28_04_158.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/left_2018_06_12_22_28_04_158.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/right_2018_06_12_22_28_04_158.jpg,0,1,0,19.66072
/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/center_2018_06_12_22_28_04_232.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/left_2018_06_12_22_28_04_232.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/right_2018_06_12_22_28_04_232.jpg,0,1,0,20.45294
/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/center_2018_06_12_22_28_04_308.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/left_2018_06_12_22_28_04_308.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/right_2018_06_12_22_28_04_308.jpg,0,1,0,21.24309
/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/center_2018_06_12_22_28_04_384.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/left_2018_06_12_22_28_04_384.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/right_2018_06_12_22_28_04_384.jpg,0,1,0,21.78293
/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/center_2018_06_12_22_28_04_457.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/left_2018_06_12_22_28_04_457.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/right_2018_06_12_22_28_04_457.jpg,0,1,0,22.58867
/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/center_2018_06_12_22_28_04_531.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/left_2018_06_12_22_28_04_531.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/right_2018_06_12_22_28_04_531.jpg,0,1,0,23.3828
/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/center_2018_06_12_22_28_04_610.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/left_2018_06_12_22_28_04_610.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/right_2018_06_12_22_28_04_610.jpg,-0.05,0.9586328,0,24.16551
/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/center_2018_06_12_22_28_04_679.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/left_2018_06_12_22_28_04_679.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/right_2018_06_12_22_28_04_679.jpg,-0.2,0.7879961,0,24.63734
/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/center_2018_06_12_22_28_04_753.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/left_2018_06_12_22_28_04_753.jpg,/Users/jiaojialin/jiao/udacity/sdc_nd/udacity_CarND/CarND-Behavioral-Cloning-P3/recorded_data1/IMG/right_2018_06_12_22_28_04_753.jpg,-0.1115613,0.5303288,0,25.04554
